,Trial,BPM,GestureSize,TimeDiffRegionOneToPlane,TimeDiffRegionTwoToPlane,TimeEndRegionOne,TimeEndRegionTwo,TimeStartRegionOne,TimeStartRegionTwo,TimeDifferenceBetweenCollisions
73,35.0,100.0,S,0.22999999999999998,0.10999999999999999,0.4,0.52,0.1,0.42,0.53
74,36.0,100.0,S,0.23000000000000004,0.09000000000000008,0.44,0.58,0.18,0.48,0.49000000000000005
75,37.0,100.0,S,0.25,0.10999999999999999,0.4,0.54,0.18,0.44,0.47000000000000003
76,38.0,100.0,S,0.21000000000000002,0.09000000000000008,0.46,0.58,0.16,0.48,0.51
77,39.0,100.0,S,0.23000000000000004,0.08999999999999997,0.42,0.56,0.14,0.44,0.51
78,40.0,100.0,S,0.22999999999999998,0.10999999999999999,0.38,0.5,0.1,0.4,0.51
79,1.0,120.0,S,0.21000000000000002,0.11000000000000004,0.32,0.42,0.1,0.36,0.43000000000000005
80,2.0,120.0,S,0.20999999999999996,0.08999999999999997,0.28,0.4,0.08,0.32,0.41
81,3.0,120.0,S,0.21000000000000002,0.09000000000000002,0.34,0.46,0.14,0.38,0.41000000000000003
82,4.0,120.0,S,0.22999999999999998,0.09000000000000002,0.28,0.42,0.1,0.32,0.41000000000000003
83,5.0,120.0,S,0.22999999999999998,0.08999999999999997,0.2,0.34,0.02,0.28,0.41
84,6.0,120.0,S,0.15000000000000002,0.050000000000000044,0.38,0.48,0.12,0.4,0.41000000000000003
85,7.0,120.0,S,0.21000000000000008,0.07000000000000006,0.36,0.5,0.16,0.4,0.41000000000000003
86,8.0,120.0,S,0.21000000000000008,0.11000000000000004,0.36,0.46,0.1,0.38,0.4700000000000001
87,9.0,120.0,S,0.15000000000000002,0.07,0.3,0.38,0.04,0.32,0.41000000000000003
88,10.0,120.0,S,0.27,0.09000000000000002,0.28,0.46,0.08,0.34,0.47000000000000003
89,11.0,120.0,S,0.21000000000000002,0.09000000000000002,0.34,0.46,0.08,0.36,0.47000000000000003
90,12.0,120.0,S,0.20999999999999996,0.08999999999999997,0.38,0.5,0.14,0.4,0.44999999999999996
91,13.0,120.0,S,0.19000000000000006,0.09000000000000008,0.38,0.48,0.14,0.4,0.43000000000000005
92,14.0,120.0,S,0.19000000000000006,0.09000000000000002,0.36,0.46,0.1,0.38,0.45000000000000007
93,15.0,120.0,S,0.15000000000000002,0.050000000000000044,0.4,0.5,0.16,0.42,0.39
94,16.0,120.0,S,0.23000000000000004,0.09000000000000008,0.34,0.48,0.16,0.36,0.41000000000000003
95,17.0,120.0,S,0.23000000000000004,0.09000000000000008,0.34,0.48,0.1,0.38,0.4700000000000001
96,18.0,120.0,S,0.22999999999999998,0.08999999999999997,0.38,0.52,0.12,0.4,0.49
97,19.0,120.0,S,0.21000000000000002,0.11000000000000004,0.32,0.42,0.08,0.34,0.45
98,20.0,120.0,S,0.23000000000000004,0.07000000000000006,0.34,0.5,0.1,0.36,0.4700000000000001
99,21.0,120.0,S,0.22000000000000003,0.09999999999999998,0.42,0.54,0.16,0.44,0.48
100,22.0,120.0,S,0.21000000000000008,0.09000000000000008,0.36,0.48,0.12,0.38,0.45000000000000007
101,23.0,120.0,S,0.24999999999999994,0.10999999999999999,0.34,0.48,0.08,0.36,0.51
102,24.0,120.0,S,0.25,0.10999999999999999,0.36,0.5,0.12,0.4,0.49
103,25.0,120.0,S,0.29,0.10999999999999999,0.3,0.48,0.1,0.34,0.49
104,26.0,120.0,S,0.19000000000000006,0.09000000000000002,0.36,0.46,0.1,0.38,0.45000000000000007
105,27.0,120.0,S,0.22999999999999998,0.10999999999999999,0.28,0.4,0.08,0.32,0.43
106,28.0,120.0,S,0.30000000000000004,0.12000000000000005,0.26,0.44,0.02,0.3,0.54
107,29.0,120.0,S,0.22999999999999998,0.10999999999999999,0.28,0.4,0.02,0.3,0.49
108,30.0,120.0,S,0.23000000000000004,0.09000000000000002,0.3,0.44,0.06,0.34,0.47000000000000003
109,31.0,120.0,S,0.20999999999999996,0.07,0.28,0.42,0.1,0.32,0.39
110,32.0,120.0,S,0.22999999999999998,0.09000000000000002,0.28,0.42,0.1,0.32,0.41000000000000003
111,33.0,120.0,S,0.18999999999999995,0.08999999999999997,0.28,0.38,0.04,0.3,0.43
112,34.0,120.0,S,0.21000000000000002,0.11000000000000004,0.32,0.42,0.08,0.36,0.45
113,36.0,120.0,S,0.21000000000000008,0.09000000000000008,0.36,0.48,0.12,0.38,0.45000000000000007
114,37.0,120.0,S,0.23,0.09000000000000002,0.22,0.36,0.06,0.28,0.39
115,38.0,120.0,S,0.19000000000000006,0.09000000000000008,0.38,0.48,0.1,0.4,0.4700000000000001
116,39.0,120.0,S,0.17000000000000004,0.07000000000000006,0.38,0.48,0.1,0.4,0.45000000000000007
117,40.0,120.0,S,0.19,0.08999999999999997,0.42,0.52,0.16,0.44,0.44999999999999996
118,1.0,80.0,M,0.39,0.15000000000000002,0.5,0.74,0.22,0.56,0.67
119,2.0,80.0,M,0.32999999999999996,0.13,0.5,0.7,0.2,0.52,0.6299999999999999
120,3.0,80.0,M,0.31000000000000005,0.13,0.5,0.68,0.16,0.52,0.65
121,4.0,80.0,M,0.35,0.10999999999999999,0.48,0.72,0.22,0.52,0.61
122,5.0,80.0,M,0.37000000000000005,0.13,0.44,0.68,0.18,0.46,0.6300000000000001
123,6.0,80.0,M,0.35000000000000003,0.10999999999999999,0.44,0.68,0.16,0.46,0.63
124,7.0,80.0,M,0.31000000000000005,0.1100000000000001,0.5,0.7,0.16,0.52,0.65
125,8.0,80.0,M,0.4099999999999999,0.16999999999999993,0.54,0.78,0.26,0.6,0.69
126,9.0,80.0,M,0.33000000000000007,0.15000000000000002,0.48,0.66,0.14,0.5,0.67
127,10.0,80.0,M,0.27,0.13,0.54,0.68,0.18,0.56,0.6300000000000001
128,11.0,80.0,M,0.30999999999999994,0.16999999999999993,0.54,0.68,0.2,0.56,0.6499999999999999
129,12.0,80.0,M,0.31000000000000005,0.13,0.5,0.68,0.14,0.52,0.67
130,13.0,80.0,M,0.30999999999999994,0.15000000000000002,0.56,0.72,0.2,0.58,0.6699999999999999
131,14.0,80.0,M,0.41000000000000003,0.17000000000000004,0.48,0.72,0.18,0.52,0.71
132,15.0,80.0,M,0.27,0.13,0.62,0.76,0.26,0.64,0.63
133,16.0,80.0,M,0.37,0.15000000000000002,0.56,0.78,0.22,0.58,0.7100000000000001
134,17.0,80.0,M,0.36999999999999994,0.10999999999999999,0.46,0.72,0.18,0.48,0.6499999999999999
135,18.0,80.0,M,0.31000000000000005,0.10999999999999999,0.58,0.78,0.24,0.6,0.65
136,19.0,80.0,M,0.35,0.13,0.52,0.74,0.24,0.56,0.63
137,20.0,80.0,M,0.31000000000000005,0.13,0.58,0.76,0.22,0.6,0.67
138,21.0,80.0,M,0.27,0.13,0.4,0.54,0.12,0.42,0.55
139,22.0,80.0,M,0.25,0.10999999999999999,0.5,0.64,0.2,0.52,0.55
140,23.0,80.0,M,0.24999999999999994,0.10999999999999999,0.46,0.6,0.14,0.5,0.57
141,24.0,80.0,M,0.26999999999999996,0.13,0.46,0.6,0.1,0.48,0.63
142,25.0,80.0,M,0.24999999999999994,0.10999999999999999,0.46,0.6,0.16,0.48,0.5499999999999999
143,26.0,80.0,M,0.32999999999999996,0.10999999999999999,0.36,0.58,0.1,0.38,0.59
144,27.0,80.0,M,0.30999999999999994,0.10999999999999999,0.4,0.6,0.16,0.42,0.5499999999999999
145,28.0,80.0,M,0.27,0.10999999999999999,0.48,0.64,0.18,0.5,0.5700000000000001
146,29.0,80.0,M,0.24999999999999994,0.10999999999999999,0.46,0.6,0.18,0.48,0.53
147,30.0,80.0,M,0.22999999999999998,0.10999999999999999,0.48,0.6,0.14,0.5,0.57
148,31.0,80.0,M,0.22999999999999998,0.10999999999999999,0.38,0.5,0.12,0.4,0.49
149,32.0,80.0,M,0.27,0.10999999999999999,0.38,0.54,0.1,0.42,0.55
150,33.0,80.0,M,0.30999999999999994,0.10999999999999999,0.38,0.58,0.14,0.4,0.5499999999999999
151,34.0,80.0,M,0.26999999999999996,0.08999999999999997,0.46,0.64,0.2,0.5,0.53
152,35.0,80.0,M,0.25,0.10999999999999999,0.52,0.66,0.22,0.56,0.55
153,36.0,80.0,M,0.24999999999999994,0.10999999999999999,0.44,0.58,0.18,0.48,0.51
154,37.0,80.0,M,0.26999999999999996,0.13,0.44,0.58,0.16,0.48,0.5499999999999999
155,38.0,80.0,M,0.24999999999999994,0.08999999999999997,0.46,0.62,0.16,0.5,0.5499999999999999
156,39.0,80.0,M,0.25,0.13,0.48,0.6,0.14,0.5,0.59
157,40.0,80.0,M,0.27,0.13,0.5,0.64,0.2,0.52,0.5700000000000001
158,1.0,100.0,M,0.29,0.10999999999999999,0.42,0.6,0.14,0.46,0.57
159,2.0,100.0,M,0.30999999999999994,0.10999999999999999,0.38,0.58,0.12,0.44,0.57
160,3.0,100.0,M,0.25,0.10999999999999999,0.4,0.54,0.12,0.42,0.53
161,4.0,100.0,M,0.33,0.10999999999999999,0.44,0.66,0.24,0.46,0.53
162,5.0,100.0,M,0.27,0.10999999999999999,0.38,0.54,0.12,0.4,0.53
163,6.0,100.0,M,0.29,0.08999999999999997,0.46,0.66,0.22,0.52,0.53
164,7.0,100.0,M,0.29,0.10999999999999999,0.46,0.64,0.2,0.48,0.55
165,8.0,100.0,M,0.27,0.07000000000000006,0.28,0.48,0.04,0.32,0.51
166,9.0,100.0,M,0.25,0.10999999999999999,0.52,0.66,0.24,0.54,0.53
167,10.0,100.0,M,0.29,0.10999999999999999,0.34,0.52,0.1,0.38,0.53
168,11.0,100.0,M,0.25,0.10999999999999999,0.54,0.68,0.2,0.56,0.5900000000000001
169,12.0,100.0,M,0.25,0.10999999999999999,0.36,0.5,0.08,0.38,0.53
170,13.0,100.0,M,0.24999999999999994,0.13,0.46,0.58,0.18,0.48,0.53
171,14.0,100.0,M,0.26999999999999996,0.10999999999999999,0.42,0.58,0.12,0.46,0.57
172,15.0,100.0,M,0.22999999999999993,0.08999999999999997,0.46,0.6,0.18,0.5,0.51
173,16.0,100.0,M,0.27,0.13,0.36,0.5,0.1,0.38,0.53
174,17.0,100.0,M,0.24999999999999994,0.10999999999999999,0.44,0.58,0.18,0.46,0.51
175,18.0,100.0,M,0.25,0.13,0.4,0.52,0.1,0.42,0.55
176,19.0,100.0,M,0.26999999999999996,0.10999999999999999,0.44,0.6,0.14,0.46,0.57
177,20.0,100.0,M,0.25,0.08999999999999997,0.38,0.54,0.18,0.44,0.45
178,21.0,100.0,M,0.30999999999999994,0.10999999999999999,0.4,0.6,0.16,0.46,0.5499999999999999
179,22.0,100.0,M,0.27,0.10999999999999999,0.5,0.66,0.22,0.52,0.55
180,23.0,100.0,M,0.31,0.10999999999999999,0.46,0.66,0.2,0.5,0.5700000000000001
181,24.0,100.0,M,0.22999999999999993,0.10999999999999999,0.46,0.58,0.18,0.48,0.51
182,25.0,100.0,M,0.31,0.10999999999999999,0.42,0.62,0.14,0.46,0.59
183,26.0,100.0,M,0.22999999999999993,0.08999999999999997,0.46,0.6,0.1,0.48,0.59
184,27.0,100.0,M,0.27,0.10999999999999999,0.5,0.66,0.18,0.54,0.5900000000000001
185,28.0,100.0,M,0.27,0.13,0.48,0.62,0.18,0.5,0.5700000000000001
186,29.0,100.0,M,0.33,0.13,0.46,0.66,0.18,0.5,0.6100000000000001
187,30.0,100.0,M,0.31,0.10999999999999999,0.44,0.64,0.16,0.46,0.59
188,31.0,100.0,M,0.26999999999999996,0.08999999999999997,0.46,0.64,0.18,0.5,0.55
189,32.0,100.0,M,0.26999999999999996,0.08999999999999997,0.46,0.64,0.22,0.5,0.51
190,33.0,100.0,M,0.27,0.10999999999999999,0.48,0.64,0.2,0.5,0.55
191,34.0,100.0,M,0.22999999999999998,0.10999999999999999,0.5,0.62,0.16,0.52,0.57
192,35.0,100.0,M,0.26999999999999996,0.10999999999999999,0.46,0.62,0.16,0.48,0.57
193,36.0,100.0,M,0.27,0.10999999999999999,0.5,0.66,0.2,0.54,0.5700000000000001
194,37.0,100.0,M,0.30999999999999994,0.10999999999999999,0.38,0.58,0.14,0.4,0.5499999999999999
195,38.0,100.0,M,0.30999999999999994,0.10999999999999999,0.4,0.6,0.14,0.46,0.57
196,39.0,100.0,M,0.26999999999999996,0.10999999999999999,0.42,0.58,0.12,0.44,0.57
197,40.0,100.0,M,0.27,0.08999999999999997,0.38,0.56,0.12,0.42,0.53
198,1.0,120.0,M,0.29000000000000004,0.09000000000000002,0.26,0.46,0.06,0.28,0.49000000000000005
199,2.0,120.0,M,0.20999999999999996,0.08999999999999997,0.26,0.38,0.06,0.28,0.41
200,3.0,120.0,M,0.22999999999999998,0.08999999999999997,0.36,0.5,0.12,0.38,0.47
201,4.0,120.0,M,0.22999999999999998,0.10999999999999999,0.38,0.5,0.12,0.4,0.49
202,5.0,120.0,M,0.20999999999999996,0.08999999999999997,0.26,0.38,0.02,0.28,0.44999999999999996
203,6.0,120.0,M,0.17000000000000004,0.09000000000000002,0.38,0.46,0.12,0.4,0.43000000000000005
204,7.0,120.0,M,0.20999999999999996,0.06999999999999995,0.4,0.54,0.16,0.42,0.44999999999999996
205,8.0,120.0,M,0.21000000000000008,0.09000000000000008,0.36,0.48,0.1,0.38,0.4700000000000001
206,9.0,120.0,M,0.22999999999999998,0.10999999999999999,0.4,0.52,0.14,0.42,0.49
207,10.0,120.0,M,0.17000000000000004,0.07000000000000006,0.4,0.5,0.12,0.42,0.45000000000000007
208,11.0,120.0,M,0.25,0.11000000000000004,0.28,0.42,0.02,0.3,0.51
209,12.0,120.0,M,0.25000000000000006,0.07000000000000006,0.3,0.48,0.1,0.34,0.45000000000000007
210,13.0,120.0,M,0.21000000000000002,0.09000000000000002,0.34,0.46,0.06,0.36,0.49000000000000005
211,14.0,120.0,M,0.22999999999999998,0.08999999999999997,0.36,0.5,0.12,0.4,0.47
212,15.0,120.0,M,0.27,0.07,0.26,0.46,0.06,0.28,0.47000000000000003
213,16.0,120.0,M,0.23000000000000004,0.09000000000000008,0.34,0.48,0.1,0.38,0.4700000000000001
214,17.0,120.0,M,0.25,0.09000000000000002,0.28,0.44,0.08,0.3,0.45
215,18.0,120.0,M,0.21000000000000002,0.07,0.32,0.46,0.08,0.34,0.45
216,19.0,120.0,M,0.25,0.07,0.28,0.46,0.08,0.3,0.45
217,20.0,120.0,M,0.18999999999999995,0.08999999999999997,0.4,0.5,0.12,0.42,0.47
218,21.0,120.0,M,0.22999999999999993,0.10999999999999999,0.46,0.58,0.2,0.48,0.48999999999999994
219,22.0,120.0,M,0.27,0.10999999999999999,0.38,0.54,0.16,0.44,0.49
220,23.0,120.0,M,0.25000000000000006,0.10999999999999999,0.42,0.56,0.2,0.46,0.47000000000000003
221,24.0,120.0,M,0.22999999999999998,0.10999999999999999,0.4,0.52,0.14,0.42,0.49
222,25.0,120.0,M,0.22999999999999998,0.08999999999999997,0.4,0.54,0.16,0.42,0.47
223,26.0,120.0,M,0.18999999999999995,0.08999999999999997,0.4,0.5,0.14,0.42,0.44999999999999996
224,27.0,120.0,M,0.18999999999999995,0.06999999999999995,0.4,0.52,0.16,0.42,0.42999999999999994
225,28.0,120.0,M,0.18999999999999995,0.08999999999999997,0.4,0.5,0.14,0.42,0.44999999999999996
226,29.0,120.0,M,0.17000000000000004,0.07000000000000006,0.38,0.48,0.1,0.4,0.45000000000000007
227,30.0,120.0,M,0.19000000000000006,0.07000000000000006,0.38,0.5,0.14,0.4,0.43000000000000005
228,31.0,120.0,M,0.20999999999999996,0.10999999999999999,0.38,0.48,0.14,0.4,0.44999999999999996
229,32.0,120.0,M,0.17000000000000004,0.07000000000000006,0.38,0.48,0.12,0.4,0.43000000000000005
230,33.0,120.0,M,0.19000000000000006,0.09000000000000002,0.36,0.46,0.12,0.38,0.43000000000000005
231,34.0,120.0,M,0.19,0.07,0.34,0.46,0.1,0.36,0.43000000000000005
232,35.0,120.0,M,0.20999999999999996,0.10999999999999999,0.38,0.48,0.14,0.4,0.44999999999999996
233,36.0,120.0,M,0.20999999999999996,0.10999999999999999,0.38,0.48,0.14,0.4,0.44999999999999996
234,37.0,120.0,M,0.25000000000000006,0.11000000000000004,0.3,0.44,0.1,0.34,0.45000000000000007
235,38.0,120.0,M,0.19000000000000006,0.07000000000000006,0.36,0.48,0.12,0.38,0.43000000000000005
236,39.0,120.0,M,0.19000000000000006,0.11000000000000004,0.36,0.44,0.1,0.4,0.45000000000000007
237,40.0,120.0,M,0.17000000000000004,0.07000000000000006,0.4,0.5,0.12,0.42,0.45000000000000007
238,1.0,80.0,L,0.31000000000000005,0.1100000000000001,0.5,0.7,0.2,0.54,0.6100000000000001
239,2.0,80.0,L,0.37,0.13,0.58,0.82,0.28,0.64,0.6699999999999999
240,3.0,80.0,L,0.41000000000000003,0.13,0.58,0.86,0.28,0.6,0.71
241,4.0,80.0,L,0.30999999999999994,0.10999999999999999,0.64,0.84,0.26,0.66,0.69
242,5.0,80.0,L,0.37,0.13,0.66,0.9,0.3,0.68,0.73
243,6.0,80.0,L,0.41000000000000003,0.17000000000000004,0.64,0.88,0.28,0.68,0.77
244,7.0,80.0,L,0.35,0.13,0.66,0.88,0.3,0.68,0.71
245,8.0,80.0,L,0.43000000000000005,0.13,0.58,0.88,0.28,0.6,0.73
246,9.0,80.0,L,0.31000000000000005,0.1100000000000001,0.76,0.96,0.4,0.78,0.67
247,10.0,80.0,L,0.35,0.10999999999999999,0.62,0.86,0.28,0.66,0.69
248,11.0,80.0,L,0.4099999999999999,0.10999999999999999,0.56,0.86,0.26,0.58,0.71
249,12.0,80.0,L,0.31000000000000005,0.1100000000000001,0.74,0.94,0.36,0.76,0.6900000000000001
250,13.0,80.0,L,0.39,0.13,0.58,0.84,0.28,0.64,0.69
251,14.0,80.0,L,0.37,0.13,0.52,0.76,0.18,0.56,0.71
252,15.0,80.0,L,0.35,0.13,0.6,0.82,0.3,0.64,0.6499999999999999
253,16.0,80.0,L,0.3500000000000001,0.1100000000000001,0.58,0.82,0.28,0.62,0.65
254,17.0,80.0,L,0.31000000000000005,0.10999999999999999,0.7,0.9,0.32,0.72,0.69
255,18.0,80.0,L,0.37,0.13,0.54,0.78,0.2,0.6,0.71
256,19.0,80.0,L,0.31000000000000005,0.1100000000000001,0.62,0.82,0.26,0.66,0.67
257,20.0,80.0,L,0.35,0.10999999999999999,0.56,0.8,0.26,0.62,0.65
258,21.0,80.0,L,0.25,0.10999999999999999,0.52,0.66,0.2,0.56,0.5700000000000001
259,22.0,80.0,L,0.25,0.10999999999999999,0.6,0.74,0.3,0.62,0.55
260,23.0,80.0,L,0.32999999999999996,0.10999999999999999,0.5,0.72,0.2,0.54,0.6299999999999999
261,24.0,80.0,L,0.25,0.1100000000000001,0.56,0.7,0.2,0.58,0.6100000000000001
262,25.0,80.0,L,0.35,0.13,0.4,0.62,0.16,0.42,0.59
263,26.0,80.0,L,0.31,0.13,0.46,0.64,0.18,0.48,0.5900000000000001
264,27.0,80.0,L,0.26999999999999996,0.13,0.46,0.6,0.16,0.48,0.57
265,28.0,80.0,L,0.25,0.10999999999999999,0.5,0.64,0.16,0.52,0.59
266,29.0,80.0,L,0.30999999999999994,0.08999999999999997,0.38,0.6,0.14,0.4,0.5499999999999999
267,30.0,80.0,L,0.25,0.10999999999999999,0.5,0.64,0.16,0.54,0.59
268,31.0,80.0,L,0.25,0.08999999999999997,0.48,0.64,0.18,0.5,0.55
269,32.0,80.0,L,0.25,0.08999999999999997,0.4,0.56,0.14,0.44,0.51
270,33.0,80.0,L,0.30999999999999994,0.10999999999999999,0.4,0.6,0.12,0.44,0.59
271,34.0,80.0,L,0.30999999999999994,0.08999999999999997,0.38,0.6,0.14,0.4,0.5499999999999999
272,35.0,80.0,L,0.25,0.10999999999999999,0.4,0.54,0.12,0.42,0.53
273,36.0,80.0,L,0.25,0.10999999999999999,0.5,0.64,0.16,0.52,0.59
274,37.0,80.0,L,0.31,0.08999999999999997,0.44,0.66,0.2,0.46,0.55
275,38.0,80.0,L,0.31000000000000005,0.10999999999999999,0.48,0.68,0.22,0.54,0.5700000000000001
276,39.0,80.0,L,0.29,0.08999999999999997,0.44,0.64,0.18,0.48,0.55
277,40.0,80.0,L,0.22999999999999993,0.10999999999999999,0.46,0.58,0.16,0.48,0.5299999999999999
278,1.0,100.0,L,0.26999999999999996,0.08999999999999997,0.42,0.6,0.16,0.46,0.5299999999999999
